,Step,AE_Keys,mean,std
255,65000,rgb + obj_encoding_only,2.7437017273157833,0.2636849740155559
256,66000,obj,2.063139101304114,0.00047366237976988104
257,66000,rgb,2.7319358481094236,0.09832642937282832
258,66000,rgb + obj,2.738311621857186,0.07024908732996642
259,66000,rgb + obj_encoding_only,2.71631138852487,0.25753519570242356
260,67000,obj,2.044104437157512,0.0003551680372009214
261,67000,rgb,2.715162601880729,0.09676733717640021
262,67000,rgb + obj,2.7399090675637128,0.07581388809805559
263,67000,rgb + obj_encoding_only,2.715953261467318,0.23744145042646714
264,68000,obj,2.04099108936886,0.0005070584167602616
265,68000,rgb,2.699903343928357,0.09249224257437012
266,68000,rgb + obj,2.715960326604545,0.04394111810607895
267,68000,rgb + obj_encoding_only,2.6798017331088584,0.23041579472018303
268,69000,obj,2.013502259242038,0.0006302668262190026
269,69000,rgb,2.666329459721843,0.059785017773053235
270,69000,rgb + obj,2.6961275223642587,0.04140809093091371
271,69000,rgb + obj_encoding_only,2.66106746631364,0.2590050570269105
272,70000,obj,2.003717966005206,0.0007304312249080438
273,70000,rgb,2.6613628613452116,0.0736677370610926
274,70000,rgb + obj,2.692037732154131,0.06816392307514729
275,70000,rgb + obj_encoding_only,2.655501578996579,0.25079713446523827
276,71000,obj,2.0034351440146567,0.0006308075107855226
277,71000,rgb,2.652787322240571,0.11913133909322268
278,71000,rgb + obj,2.6643164023136103,0.06459994243980263
279,71000,rgb + obj_encoding_only,2.6251308942213654,0.24317308568994736
280,72000,obj,1.97294388320297,0.0006279567093464042
281,72000,rgb,2.6172208017359173,0.10556534664436965
282,72000,rgb + obj,2.638794679070512,0.04327155263204111
283,72000,rgb + obj_encoding_only,2.6162551111231247,0.2938776496875409
284,73000,obj,1.9719818818072479,0.0005819063583049968
285,73000,rgb,2.6232793054232992,0.13136977279200143
286,73000,rgb + obj,2.6444935362786053,0.0906679092809553
287,73000,rgb + obj_encoding_only,2.61445231847465,0.25042434844815664
288,74000,obj,1.9677793168152373,0.000878633806914577
289,74000,rgb,2.6049242597694198,0.09887904651372191
290,74000,rgb + obj,2.6146393877143663,0.05976679161912614
291,74000,rgb + obj_encoding_only,2.5874504667396345,0.20274061625119164
292,75000,obj,1.9465998965625961,0.0007096842758829531
293,75000,rgb,2.579431094353398,0.07088573649228971
294,75000,rgb + obj,2.5960722979158164,0.08689384040330674
295,75000,rgb + obj_encoding_only,2.5656033412863812,0.28870426895891227
296,76000,obj,1.927341476517419,0.0006785699046595466
297,76000,rgb,2.5515659588699537,0.09813335108024494
298,76000,rgb + obj,2.576269048266113,0.0485978810924842
299,76000,rgb + obj_encoding_only,2.547134234321614,0.2576815510364039
300,77000,obj,1.9166688681269684,0.0007095067658346421
301,77000,rgb,2.5454702836771803,0.10648241695105502
302,77000,rgb + obj,2.574522414058447,0.06824220892633391
303,77000,rgb + obj_encoding_only,2.540076254059871,0.2615532476308328
304,78000,obj,1.9153852574527264,0.0006559822577030667
305,78000,rgb,2.541740335027377,0.12950855328365324
306,78000,rgb + obj,2.559801400701205,0.070542282476935
307,78000,rgb + obj_encoding_only,2.5225895533959073,0.2424988815210611
